algorithm,seed,total_rewards,final_regret,avg_regret,theoretical_bound,regret_ratio,efficiency,regret_compliance,learning_trend,total_purchases,stability,timestamp,cost_coeff,confidence_multiplier,softmax_temperature,performance_score
CombinatorialUCBSeller,123,1781.225,3018.4749999999967,3.018475,83.1129068134555,36.317764782007636,37.111173615017606,False,0.006301217800123879,999,2.3680252220260813,2025-07-11T18:12:57.579346,0.01,0.5,2.0,23.34258772389262
CombinatorialUCBSeller,789,1775.525,3037.174999999997,3.0371750000000004,83.1129068134555,36.542759920752715,36.892492779520865,False,-0.0009184845005740973,1000,2.265700283755312,2025-07-11T18:12:57.842619,0.01,0.5,2.0,22.655377192636607
CombinatorialUCBSeller,456,1767.625,3029.2749999999996,3.0292749999999997,83.1129068134555,36.44770849850216,36.84931935208156,False,0.022912783597917576,1000,2.2987866347550825,2025-07-11T18:12:58.106229,0.01,0.5,2.0,23.166035698870786
CombinatorialUCBSeller,999,1766.075,3042.2750000000015,3.0422749999999996,83.1129068134555,36.60412223131961,36.72933542691359,False,-0.017342975760010586,1000,2.147313434627986,2025-07-11T18:12:58.369235,0.01,0.5,2.0,21.767672126730908
CombinatorialUCBSeller,42,1755.0750000000003,3054.224999999998,3.0542249999999997,83.1129068134555,36.74790254725559,36.493356621545765,False,0.025380218928605956,1000,2.329068094918765,2025-07-11T18:12:58.631512,0.01,0.5,3.0,23.245436612531627
CombinatorialUCBSeller,123,1749.5,3050.1999999999966,3.0502,83.1129068134555,36.69947444921018,36.45019480384191,False,0.009966777408638137,998,2.3391623543818802,2025-07-11T18:12:58.894127,0.01,0.5,3.0,23.05211488546204
CombinatorialUCBSeller,789,1749.275,3063.4249999999975,3.063425,83.1129068134555,36.85859534278792,36.34706090136515,False,0.005539896977354349,1000,2.2681965790574363,2025-07-11T18:12:59.158823,0.01,0.5,3.0,22.598772673993167
CombinatorialUCBSeller,456,1752.0,3044.899999999999,3.0448999999999997,83.1129068134555,36.63570577352311,36.52358815068065,False,0.02024045533030644,1000,2.282922649626688,2025-07-11T18:12:59.442442,0.01,0.5,3.0,22.94751124707215
CombinatorialUCBSeller,999,1740.3,3068.050000000002,3.0680500000000004,83.1129068134555,36.91424253619418,36.19328875809789,False,-0.012331355454635828,1000,2.141263671787875,2025-07-11T18:12:59.726117,0.01,0.5,3.0,21.64950092879409
CombinatorialUCBSeller,42,1733.375,3075.924999999999,3.0759250000000002,83.1129068134555,37.0089931628047,36.04214750587404,False,0.023768991102688417,1000,2.2877757972169066,2025-07-11T18:13:00.098387,0.01,0.5,5.0,22.877534561377644
CombinatorialUCBSeller,123,1721.7,3077.999999999996,3.078,83.1129068134555,37.03395920092745,35.87099193699606,False,0.004062050215896278,998,2.321548379907463,2025-07-11T18:13:00.374439,0.01,0.5,5.0,22.699265515476284
CombinatorialUCBSeller,789,1727.6750000000002,3085.0249999999965,3.085025,83.1129068134555,37.118482775776876,35.898248384482734,False,0.0015141264778838507,1000,2.269909879286065,2025-07-11T18:13:00.640210,0.01,0.5,5.0,22.41041951806301
CombinatorialUCBSeller,456,1731.0500000000002,3065.8499999999976,3.0658499999999993,83.1129068134555,36.88777251987118,36.08684775584232,False,0.022922818046163,1000,2.282630634337746,2025-07-11T18:13:00.904046,0.01,0.5,5.0,22.853409385805236
CombinatorialUCBSeller,999,1716.375,3091.975000000003,3.0919749999999993,83.1129068134555,37.20210396370628,35.695716825938206,False,-0.013873784808040872,1000,2.1308854885724675,2025-07-11T18:13:01.166323,0.01,0.5,5.0,21.42311711172636
CombinatorialUCBSeller,42,1709.25,3100.0499999999993,3.1000499999999995,83.1129068134555,37.299260955437056,35.54051525169984,False,0.021343898776240596,1000,2.2690285113019093,2025-07-11T18:13:01.438673,0.01,0.5,10.0,22.594840576481367
CombinatorialUCBSeller,123,1701.6750000000002,3098.024999999996,3.0980250000000003,83.1129068134555,37.2748965085943,35.45377836114758,False,-0.0015930669725354913,998,2.305540753783782,2025-07-11T18:13:01.700994,0.01,0.5,10.0,22.407500541975082
